"","rusher_player_id","posteam","week","Rushes","RushYD","Rush1D","RushTD","eRushYD","eTDRush","eRush1D","eRushFP","RushFP","RushDiff","eRushFP1D","RushFP1D","RushDiff1D","RushGames","Tar","Rec","AYs","RecYD","Rec1D","RecTD","eRecYD","eTDRec","eRec1D","eRecFP","RecFP","RecDiff","eRecFP1D","RecFP1D","RecDiff1D","RecGames","mergename","pos","TeamRushes","TeamRushYD","TeamRush1D","TeamRushTD","eTeamRushFP","TeamRushFP","eTeamRushFP1D","TeamRushFP1D","TeamTar","TeamRec","TeamAYs","TeamRecYD","TeamRec1D","TeamRecTD","eTeamRecFP","TeamRecFP","eTeamRecFP1D","TeamRecFP1D","eTD","eYD","e1D","eFP","FP","Diff","eFP1D","FP1D","Diff1D","eTeamFP","TeamFP","TeamDiff","eTeamFP1D","TeamFP1D","TeamDiff1D","Games"
"1","00-0019596","NE",2,1,1,1,1,-0.395395294834577,0.548847224703151,0.428836615006403,3.19394745462779,6.1,2.90605254537221,3.41719171435846,6.6,3.18280828564154,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tom Brady","QB",34,124,11,2,25.2461251023468,22.4,29.6197778962094,27.9,28,20,284,264,13,2,47.8751025475769,58.4,52.3682410017446,64.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.1212276499238,80.8,7.67877235007624,81.988018897954,92.8,10.811981102046,1
"2","00-0019596","NE",6,5,6,3,2,4.03868973647404,1.91043617423468,2.32458616280812,11.6543603499257,12.6,0.945639650074334,12.7986513635361,14.1,1.30134863646391,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tom Brady","QB",32,114,8,3,29.0808332848656,29.4,33.5790371654516,33.4,40,31,310,334,17,0,60.9030133118235,64.4,67.704381226496,72.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.983846596689,93.8,3.81615340331096,101.283418391948,106.3,5.01658160805246,1
"3","00-0022803","NYG",1,1,6,0,0,3.89670542822276,0.0023978148744916,0.0904801958285333,0.397858665249326,0.6,0.202141334750674,0.448472612610611,0.6,0.151527387389389,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eli Manning","QB",17,151,8,1,13.4125935052438,19.1,15.9831043213335,23.1,47,33,373,323,16,1,74.5957467811325,71.3,82.5379872073861,79.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.0083402863762,90.4,2.39165971362377,98.5210915287196,102.4,3.8789084712804,1
"4","00-0022803","NYG",2,1,2,1,0,4.32884772525429,0.00191137898583429,0.691802226701636,0.434685371703171,0.2,-0.234685371703171,0.741965398069345,0.7,-0.0419653980693449,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eli Manning","QB",20,129,7,1,10.142735140447,18.9,12.4814573825013,22.4,45,26,415,250,14,1,69.8012333628879,57,78.1779445455578,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.9439685033349,75.9,-4.0439685033349,90.6594019280591,86.4,-4.25940192805912,1
"5","00-0022924","PIT",1,1,7,0,0,4.30872102141554,0.0378544128236619,0.11910022092481,0.642666124310654,0.7,0.0573338756893461,0.711271327412302,0.7,-0.0112713274123016,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ben Roethlisberger","QB",13,32,1,0,8.82503358944075,3.2,10.9206283000539,3.7,47,27,473,276,11,0,73.1757387919026,54.6,81.0235083166385,60.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.0007723813434,57.8,-24.2007723813434,91.9441366166924,63.8,-28.1441366166924,1
"6","00-0022942","LAC",1,1,6,1,0,6.32010795041183,0.00570660183086991,0.540952957820318,0.639619260868651,0.6,-0.0396192608686512,0.894953839706107,1.1,0.205046160293893,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philip Rivers","QB",21,125,9,1,12.9777871306406,18.5,15.8208436819695,23,34,25,295,333,14,3,59.9992438584068,76.3,65.3879874607156,83.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.9770309890473,94.8,21.8229690109527,81.2088311426851,106.3,25.0911688573149,1
"7","00-0022942","LAC",2,1,12,1,0,5.13926667673995,0.00127923669671429,0.170172865771154,0.505383557418071,1.2,0.694616442581929,0.596726569407185,1.7,1.10327343059282,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philip Rivers","QB",25,137,6,1,20.8113631580507,17.7,23.887802360762,20.7,36,21,412,293,13,0,58.996177650699,50.3,66.359772193749,56.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8075408087497,68,-11.8075408087497,90.247574554511,77.5,-12.747574554511,1
"8","00-0022942","LAC",3,2,9,0,0,10.4876337831108,0.0328738263652545,0.346916840648731,1.20693540177117,0.9,-0.306935401771174,1.39661299178138,0.9,-0.496612991781384,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philip Rivers","QB",18,73,3,0,9.69143232691028,7.3,11.9222861017605,8.8,45,31,526,318,17,2,73.5947387820528,74.8,80.5094354310268,83.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.2861711089631,82.1,-1.18617110896311,92.4317215327873,92.1,-0.331721532787256,1
"9","00-0022942","LAC",4,1,0,0,0,3.74811491912559,0.00524097402819003,0.0888859187478542,0.400817305063267,0,-0.400817305063267,0.450184852235642,0,-0.450184852235642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philip Rivers","QB",30,82,6,1,19.0320742980716,14.2,22.749615012015,17.2,30,25,243,317,16,2,47.3108523915868,68.7,52.6603256799416,76.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.3429266896584,82.9,16.5570733103417,75.4099406919566,93.9,18.4900593080434,1
"10","00-0022942","LAC",5,1,-3,0,0,3.32048220406415,0.0150584624922472,0.501296864095193,0.418877338033344,-0.3,-0.718877338033345,0.641120293019165,-0.3,-0.941120293019165,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philip Rivers","QB",16,35,0,0,10.3038025033191,3.5,12.2822465270873,3.5,46,32,322,211,14,0,72.6916457473117,51.1,81.4355401916893,58.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.9954482506308,54.6,-28.3954482506308,93.7177867187766,61.6,-32.1177867187766,1
"11","00-0022942","LAC",6,1,0,0,0,3.89202753921746,0.000876528480857744,0.0918883654428758,0.388548317636584,-2,-2.38854831763658,0.439579627352216,-2,-2.43957962735222,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philip Rivers","QB",14,32,2,0,6.64891719113205,1.2,7.90211671663395,2.2,43,26,525,320,18,2,75.8354017253239,70,82.9542242334257,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.484318916456,71.2,-11.284318916456,90.8563409500597,81.2,-9.65634095005969,1
"12","00-0023459","GB",1,1,10,0,0,5.02558475324872,0.0148147799334254,0.099529449370602,0.573966445740631,1,0.426033554259369,0.63613293330876,1,0.36386706669124,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aaron Rodgers","QB",20,49,1,0,9.57863520449363,4.9,11.4831620972615,5.4,30,18,340,203,10,1,49.2436559053033,44.3,54.7053506496005,49.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.8222911097969,49.2,-9.62229110979691,66.188512746862,54.7,-11.488512746862,1
"13","00-0023459","GB",2,1,0,0,0,5.06613686091922,0.00440213233743184,0.269585582316102,0.516901793405239,-2,-2.51690179340524,0.650164271553446,-2,-2.65016427155345,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aaron Rodgers","QB",33,144,7,1,18.4960619617282,18.4,22.7871452852171,21.9,34,22,303,209,12,2,54.2118426853518,52.9,60.2258460589608,58.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.70790464708,71.3,-1.40790464707997,83.0129913441778,80.8,-2.21299134417784,1
"14","00-0023459","GB",4,5,46,3,0,26.9723424003953,0.0470270615759494,1.52661988738718,2.88123776628299,4.6,1.71876223371701,3.63502558350503,6.1,2.46497441649497,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aaron Rodgers","QB",20,77,4,1,12.3008531740963,13.7,14.3829139721924,15.7,52,34,436,422,19,2,98.0526640708831,88.2,107.276690905687,97.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.353517244979,101.9,-8.45351724497942,121.659604877879,113.4,-8.2596048778791,1
"15","00-0023459","GB",5,1,3,0,0,5.14150966409817,0.00313571350305268,0.149152307757153,0.51642717902432,0.3,-0.21642717902432,0.599080329782632,0.3,-0.299080329782632,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aaron Rodgers","QB",26,124,11,4,22.5582277551078,36.4,25.8816960570902,41.9,34,22,305,238,9,0,55.5779903764042,45.8,60.6836434769443,50.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.136218131512,82.2,4.06378186848796,86.5653395340346,92.2,5.63466046596544,1
"16","00-0023459","GB",6,1,12,1,0,5.87704039109187,0.00443459730346606,0.297741728821912,0.59152430187705,1.2,0.60847569812295,0.741358417618364,1.7,0.958641582381637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aaron Rodgers","QB",27,172,4,0,14.0228113449172,15.2,16.5139865037073,17.2,39,24,404,283,13,2,66.3860356386463,64.3,73.709084136804,70.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.4088469835635,79.5,-0.908846983563549,90.2230706405113,88,-2.22307064051134,1
"17","00-0023459","GB",7,2,6,1,1,8.82760414264578,0.460521686659687,0.733494109359895,3.55108298190006,6.6,3.04891701809994,3.9371198108776,7.1,3.1628801891224,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aaron Rodgers","QB",20,63,5,1,12.066641380067,12.3,14.7085549777308,14.8,31,25,303,429,15,5,53.177445531666,97.9,59.2919522880405,105.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.244086911733,110.2,44.955913088267,74.0005072657713,120.2,46.1994927342287,1
"18","00-0023500","BUF",1,11,20,1,0,47.6198245198896,0.0611658498543337,1.84623809599955,5.01610172669522,2,-3.01610172669522,5.96343751937312,2.5,-3.46343751937312,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frank Gore","RB",24,129,8,1,14.0256464347282,16.9,17.5993729001637,20.9,37,24,346,254,11,1,56.2375813815041,55.4,62.7958503004747,60.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.2632278162322,72.3,2.03677218376778,80.3952232006384,81.8,1.40477679936161,1
"19","00-0023500","BUF",2,19,68,5,1,75.4029881188151,1.37083916168938,5.29877788553039,15.4213834030441,12.8,-2.62138340304407,18.035933787615,15.3,-2.73593378761498,1,2,2,1,15,0,0,10.5274597603418,0.00119250121497937,0.41169096584326,2.58890188610004,3.5,0.911098113899963,2.74117228949706,3.5,0.758827710502939,1,"Frank Gore","RB",32,153,8,3,23.9840115027036,33.3,27.8522132647096,37.3,29,19,296,253,13,1,49.1350771847421,50.3,54.0296361218288,56.8,1.37203166290436,85.9304478791569,5.71046885137365,18.0102852891441,16.3,-1.7102852891441,20.777106077112,18.8,-1.97710607711204,73.1190886874457,83.6,10.4809113125543,81.8818493865384,94.1,12.2181506134616,1
"20","00-0023500","BUF",3,14,76,5,1,53.5631226837673,0.634689925878814,2.9336138600465,8.98830029772867,13.6,4.61169970227133,10.4556269199519,16.1,5.64437308004812,1,2,2,7,13,1,0,12.3924766931547,0.00562569647698133,0.541970840458617,2.72571891520758,3.3,0.574281084792417,2.96324800715271,3.8,0.836751992847288,1,"Frank Gore","RB",35,176,11,1,21.6682307354825,21.6,26.1561373376076,27.1,34,23,333,243,12,1,55.9455957742063,53.3,61.5102402146373,59.3,0.640315622355795,65.9555993769219,3.47558470050512,11.7140192129363,16.9,5.18598078706374,13.4188749271046,19.9,6.48112507289541,77.6138265096888,74.9,-2.71382650968876,87.6663775522449,86.4,-1.26637755224488,1
"21","00-0023500","BUF",4,17,109,4,0,58.6715022259292,1.24852902549799,3.92318153493567,13.1192125159344,10.9,-2.21921251593443,15.0643794674887,12.9,-2.16437946748869,1,1,0,0,0,0,0,5.03741764030875,0.000560320355011943,0.23176761889702,1.27617728578049,0,-1.27617728578049,1.37721907488907,0,-1.37721907488907,1,"Frank Gore","RB",22,135,6,1,18.4679012292277,19.5,20.9521311957208,22.5,43,22,515,280,13,0,69.8317319389337,50,76.9473029211219,56.5,1.249089345853,63.7089198662379,4.15494915383269,14.3953898017149,10.9,-3.49538980171491,16.4415985423778,12.9,-3.54159854237776,88.2996331681614,69.5,-18.7996331681614,97.8994341168427,79,-18.8994341168427,1
"22","00-0023500","BUF",5,14,60,2,0,59.9202319239102,0.0564607538498449,2.44397193810058,6.19623517502781,6,-0.196235175027808,7.43569285770749,7,-0.435692857707487,1,2,2,6,9,0,0,15.7319841061789,0.00323090985402043,0.766738784112096,3.01055128263574,2.9,-0.110551282635742,3.3054520845771,2.9,-0.405452084577104,1,"Frank Gore","RB",25,111,5,0,11.6983752390534,11.1,14.4114473930441,13.6,32,23,195,219,12,2,49.4103869380473,56.9,54.5863164963124,62.9,0.0596916637038653,75.6522160300891,3.21071072221267,9.20678645766355,8.9,-0.30678645766355,10.7411449422846,9.9,-0.84114494228459,61.1087621771007,68,6.89123782289929,68.9977638893565,76.5,7.50223611064352,1
"23","00-0023500","BUF",7,11,55,3,0,47.770567792061,0.0972094557644859,2.65166609093227,5.24035378539046,5.5,0.259646214609542,6.532657296307,7,0.467342703693001,1,1,1,4,11,1,0,6.48327721834741,0.00385022722309766,0.28561173613284,1.38671960960129,2.1,0.713280390398713,1.51343443519998,2.6,1.08656556480002,1,"Frank Gore","RB",23,117,5,0,11.1086257343436,11.7,13.54953737526,14.2,25,16,292,202,10,2,43.2856058568712,48.2,47.6184845381765,53.2,0.101059682987584,54.2538450104084,2.93727782706511,6.62707339499175,7.6,0.972926605008254,8.04609173150697,9.6,1.55390826849302,54.3942315912148,59.9,5.50576840878516,61.1680219134365,67.4,6.23197808656349,1
"24","00-0023500","BUF",8,9,34,1,0,39.5462136448345,0.0382971339801753,2.41678231447548,4.08915775104222,3.4,-0.689157751042216,5.2495822705804,3.9,-1.3495822705804,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frank Gore","RB",20,98,5,0,9.75846228460316,7.8,12.175399027292,10.3,34,16,347,169,9,2,54.8552342924702,44.9,60.2057354852896,49.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.6136965770734,52.7,-11.9136965770734,72.3811345125815,59.7,-12.6811345125815,1
"25","00-0023564","PHI",1,9,47,2,0,47.6665849566604,0.109363023754237,3.40572434579681,5.24939647060252,4.7,-0.549396470602518,6.88169625081616,5.7,-1.18169625081616,1,3,3,7,16,0,0,14.9845271110437,0.143971192598399,0.857248004873324,4.4922338033962,4.6,0.107766196603803,4.92152181665146,4.6,-0.321521816651458,1,"Darren Sproles","RB",30,124,9,1,23.1717630607235,18.4,27.9068473231807,22.9,39,28,389,313,13,3,61.3989575135928,77.3,68.3918499538221,83.8,0.253334216352637,62.6511120677042,4.26297235067013,9.74163027399871,9.3,-0.441630273998713,11.8032180674676,10.3,-1.50321806746762,84.5707205743163,95.7,11.1292794256837,96.2986972770028,106.7,10.4013027229972,1
"26","00-0023564","PHI",3,2,4,0,0,8.70802004225693,0.141475138355786,0.269619360886265,1.67757689688427,0.4,-1.27757689688427,1.83512297674608,0.4,-1.43512297674608,1,1,0,4,0,0,0,5.76982745390819,0.0018347307484711,0.345511073014983,1.31388304308244,0,-1.31388304308244,1.50899709345005,0,-1.50899709345005,1,"Darren Sproles","RB",30,127,6,1,21.8399231646017,16.7,25.7417605479982,19.7,36,19,405,259,11,2,59.2288808995091,54.9,65.5508983434438,60.4,0.143309869104257,14.4778474961651,0.615130433901248,2.99145993996671,0.4,-2.59145993996671,3.34412007019614,0.4,-2.94412007019614,81.0688040641108,71.6,-9.46880406411077,91.292658891442,80.1,-11.192658891442,1
"27","00-0023564","PHI",4,1,4,0,0,3.83323042023695,0.00358883446594909,0.089824624139222,0.398985214862809,0.4,0.00101478513719067,0.449075157394995,0.4,-0.0490751573949951,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Darren Sproles","RB",31,178,10,2,23.1038071783809,29.8,27.3560457231863,34.8,27,16,204,160,12,3,45.4880377109122,50,50.9574738074556,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.5918448892931,79.8,11.2081551107069,78.3135195306419,90.8,12.4864804693581,1
"28","00-0023564","PHI",5,3,4,0,0,18.0615313285572,0.0138934472674303,0.469813593823429,1.8175226222577,0.4,-1.4175226222577,2.09054819001635,0.4,-1.69054819001635,1,1,0,6,0,0,0,5.99699245860846,0.00811010695086022,0.455976638319439,1.35249943164596,0,-1.35249943164596,1.63400703932961,0,-1.63400703932961,1,"Darren Sproles","RB",27,86,5,1,18.7605935782099,14.6,21.9987532220637,17.1,29,17,254,189,9,1,49.1924078723554,41.9,53.7120265801156,46.4,0.0220035542182905,24.0585237871656,0.925790232142868,3.17002205390366,0.4,-2.77002205390366,3.72455522934596,0.4,-3.32455522934596,67.9530014505653,56.5,-11.4530014505653,75.7107798021793,63.5,-12.2107798021793,1
"29","00-0023682","MIA",1,1,8,1,0,5.09843444779023,0.00153988247858267,0.719007715493137,0.503157157130229,0.8,0.296842842869771,0.82632911930274,1.3,0.47367088069726,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ryan Fitzpatrick","QB",12,21,1,0,5.62212379895718,2.1,6.64689159225934,2.6,32,15,451,190,10,1,54.4614980269147,40,59.7808233604319,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.0836218258719,42.1,-17.9836218258719,66.4277149526912,47.6,-18.8277149526912,1
"30","00-0023682","MIA",2,1,6,1,0,4.66890279036596,0.00232103915975259,0.304122317272224,0.468290602346726,0.6,0.131709397653274,0.613662974852946,1.1,0.486337025147054,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ryan Fitzpatrick","QB",15,42,3,0,7.25728435520386,4.2,9.00254504181343,5.7,39,18,488,186,7,0,62.4770606208529,36.6,69.030942064829,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.7343449760567,40.8,-28.9343449760567,78.0334871066424,45.8,-32.2334871066424,1
"31","00-0023682","MIA",6,2,5,1,0,9.79557637814846,0.0191919240707454,0.892578468164562,1.0635391372548,0.5,-0.563539137254798,1.47857347804869,1,-0.478573478048689,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ryan Fitzpatrick","QB",21,84,7,1,16.495475492072,14.4,19.2789851342797,17.9,42,27,340,217,10,1,64.7270373794886,54.7,70.9582453185615,59.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.2225128715605,69.1,-12.1225128715605,90.2372304528412,77.6,-12.6372304528413,1
"32","00-0023682","MIA",7,6,13,2,1,22.5794141679374,0.465435639570229,1.59468559289857,4.94677640871716,7.3,2.35322359128284,5.73533223952502,8.3,2.56466776047498,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ryan Fitzpatrick","QB",30,109,8,2,19.723634696118,22.9,23.4592692603161,26.9,34,23,351,282,13,1,55.211110779424,55.2,60.4416182111529,61.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.934745475542,78.1,3.16525452445795,83.900887471469,88.6,4.69911252853103,1
"33","00-0025394","WAS",2,10,25,3,1,38.8671189186289,1.24922032355531,2.31279786697735,11.1221304100135,8.5,-2.6221304100135,12.3446506677913,10,-2.34465066779133,1,2,2,1,7,1,0,8.84765734299149,0.191856371059141,0.806785564070466,3.42458570298183,2.7,-0.724585702981835,3.84887222662317,3.2,-0.648872226623173,1,"Adrian Peterson","RB",16,48,4,1,14.8289797760824,10.8,16.7553465248734,12.8,37,26,232,221,12,2,64.4908004074008,60.1,71.2294296034523,66.1,1.44107669461446,47.7147762616204,3.11958343104781,14.5467161129953,11.2,-3.34671611299533,16.1935228944145,13.2,-2.99352289441451,79.3197801834832,70.9,-8.41978018348324,87.9847761283257,78.9,-9.08477612832571,1
"34","00-0025394","WAS",3,12,37,0,0,51.3030500389762,0.16256641984365,2.08972338940721,5.97232315997797,3.7,-2.27232315997797,7.04356483928364,3.7,-3.34356483928364,1,3,1,17,-3,0,0,20.84355441876,0.0135736741884816,1.02794852487737,4.25084413351001,0.7,-3.55084413351001,4.75526888736272,0.7,-4.05526888736272,1,"Adrian Peterson","RB",21,69,2,0,14.6535620082182,4.9,17.3332375479378,5.9,42,30,314,332,20,2,65.6693907549217,75.2,74.5195948557708,85.2,0.176140094032131,72.1466044577362,3.11767191428459,10.223167293488,4.4,-5.82316729348798,11.7988337266464,4.4,-7.39883372664636,80.3229527631399,80.1,-0.222952763139872,91.8528324037086,91.1,-0.752832403708581,1
"35","00-0025394","WAS",4,11,28,1,0,41.4640586112849,0.641108634301802,2.40226016122792,7.8366519148047,2.8,-5.0366519148047,9.04124937692202,3.3,-5.74124937692202,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adrian Peterson","RB",17,55,2,0,11.3715821591656,5.5,13.0216438703266,6.5,28,15,276,144,6,0,45.864966287369,29.4,51.0733391166934,32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2365484465346,34.9,-22.3365484465346,64.09498298702,38.9,-25.19498298702,1
"36","00-0025394","WAS",5,7,18,0,0,32.455176461797,0.0161355392673509,1.17689095329985,3.25653242654518,1.8,-1.45653242654518,3.87034681372369,1.8,-2.07034681372369,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adrian Peterson","RB",20,145,5,1,10.1739497893676,20.5,12.4083980383767,23,27,18,209,122,5,0,39.6101737277139,28.2,42.7566516819447,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7841235170815,48.7,-1.08412351708154,55.1650497203214,53.7,-1.4650497203214,1
"37","00-0025394","WAS",6,23,118,5,0,97.8103212411837,0.339885699867022,4.41415912821808,11.5643837246542,11.8,0.235616275345775,13.790270543462,14.3,0.509729456538031,1,2,2,5,18,2,0,10.1064717941538,0.0826365883743224,0.98829332568548,2.93073717159241,3.8,0.869262828407593,3.53569348391349,4.8,1.26430651608651,1,"Adrian Peterson","RB",32,146,5,0,19.1967523589546,14.6,22.400974962807,17.1,25,13,238,166,7,2,39.7068252517835,41.6,45.4378187408621,45.1,0.422522288241344,107.916793035338,5.40245245390356,14.4951208962466,15.6,1.10487910375337,17.3259640273755,19.1,1.77403597262454,58.9035776107381,56.2,-2.70357761073811,67.8387937036691,62.2,-5.63879370366907,1
"38","00-0025394","WAS",7,20,81,4,0,89.1531629874919,0.109193970979232,5.11607850719726,9.34446557305737,6.1,-3.24446557305737,11.8252809105275,8.1,-3.72528091052746,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adrian Peterson","RB",26,104,5,0,12.2784337751352,8.4,15.2593204277837,10.9,12,9,79,77,4,0,18.0162569706069,16.7,19.6498932933967,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2946907457421,25.1,-5.19469074574205,34.9092137211804,29.6,-5.30921372118035,1
"39","00-0025394","WAS",8,14,76,2,0,55.4189911921285,0.470972501057717,2.21779948483392,8.20290148490231,7.6,-0.602901484902312,9.36201059294589,8.6,-0.76201059294589,1,2,2,9,27,1,0,14.0443625720371,0.0128352427231659,0.508339783129599,2.88511791337101,4.7,1.81488208662899,3.06413719712736,5.2,2.13586280287264,1,"Adrian Peterson","RB",16,85,3,0,9.4489708692854,8.5,10.9778904944854,10,21,15,167,163,10,0,36.5547652116477,31.3,40.4678337037163,36.3,0.483807743780883,69.4633537641657,2.72613926796352,11.0880193982733,12.3,1.21198060172668,12.4261477900733,13.8,1.37385220992675,46.0037360809331,39.8,-6.20373608093314,51.4457241982018,46.3,-5.14572419820175,1
"40","00-0025396","NO",5,1,1,0,0,5.15906008637428,0.00168218991065165,0.149104051497059,0.509552757776988,0.1,-0.409552757776988,0.592142110285209,0.1,-0.492142110285209,1,2,2,35,35,1,1,18.1256230887905,0.310475410894556,0.727054607860943,4.56439710993874,11.5,6.93560289006126,4.86823853525933,12,7.13176146474067,1,"Ted Ginn","WR",30,113,5,0,15.4539003120876,11.3,18.5456280804955,13.8,36,28,306,345,18,4,57.7895674993838,86.5,65.1118142096889,95.5,0.312157600805207,23.2846831751648,0.876158659358002,5.07394986771573,11.6,6.52605013228427,5.46038064554454,12.1,6.63961935445546,73.2434678114714,97.8,24.5565321885286,83.6574422901844,109.3,25.6425577098156,1
"41","00-0025396","NO",6,1,12,1,0,5.03345613214286,0.00525745750380293,0.511505656330039,0.518895239197708,1.2,0.681104760802293,0.754334322784691,1.7,0.945665677215309,1,6,2,119,36,2,0,59.8645703976542,0.275488923349987,2.46950458916164,10.6559794369322,5.6,-5.05597943693222,12.0093852809586,6.6,-5.40938528095861,1,"Ted Ginn","WR",24,106,6,0,13.4486650993325,10.6,16.4110920482341,13.6,36,24,269,240,12,1,57.7337714688324,54,64.4206356712181,60,0.28074638085379,64.8980265297971,2.98101024549168,11.1748746761299,6.8,-4.37487467612993,12.7637196037433,8.3,-4.4637196037433,71.1824365681648,64.6,-6.58243656816484,80.8317277194522,73.6,-7.23172771945219,1
"42","00-0026143","ATL",1,2,24,1,0,11.2569813007605,0.0144014203399524,0.244471525202097,1.16971576939385,2.4,1.23028423060615,1.3186721811033,2.9,1.5813278188967,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Matt Ryan","QB",17,73,5,0,10.0113668217642,5.3,12.1300924471723,7.8,46,33,362,304,16,2,71.9372077217115,75.4,79.166482611471,83.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.9485745434757,80.7,-1.24857454347567,91.2965750586434,91.2,-0.0965750586433813,1
"43","00-0026143","ATL",2,1,4,0,0,5.12440084291853,0.000829441136469377,0.0503708521434936,0.501393203975864,0.4,-0.101393203975864,0.541955803320788,0.4,-0.141955803320788,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Matt Ryan","QB",16,58,3,0,8.31226597080724,5.8,9.79740632649738,7.3,42,27,431,320,15,3,67.8603597857321,77,75.7718639324608,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.1726257565394,82.8,6.62737424346064,85.5692702589582,91.8,6.2307297410418,1
