gsis_id,mfl_id,mergename,pos,team,dynoECR,draft_year,RookieADP,2QB ADP
00-0030516,11406,Brice Butler,WR,MIA,275.5,2013,47,
00-0030288,11182,Rex Burkhead,RB,NEP,189.9,2013,51,
00-0030404,11186,Chris Thompson,RB,WAS,135.9,2013,100,
00-0030181,11516,Jack Doyle,TE,IND,138.7,2013,100,
00-0029854,11454,CJ Anderson,RB,LAR,187.2,2013,100,
00-0030107,11188,Theo Riddick,RB,DET,238.8,2013,100,
00-0030300,11456,Jaron Brown,WR,SEA,262,2013,100,
00-0029892,11367,Kyle Juszczyk,RB,SFO,304.2,2013,100,
00-0030216,11529,Josh Hill,TE,NOS,307.7,2013,100,
00-0030108,11399,Ryan Griffin,TE,HOU,310,2013,100,
00-0029857,11441,Ryan Griffin,QB,TBB,400,2013,100,
00-0030520,11152,Mike Glennon,QB,OAK,400,2013,100,
00-0030443,11252,Levine Toilolo,TE,DET,400,2013,100,
00-0029931,11474,Zach Line,RB,NOS,400,2013,100,
00-0029878,11434,MarQueis Gray,TE,MIA,400,2013,100,
00-0030524,11156,Landry Jones,QB,FA,400,2013,100,
00-0028411,11957,Dontrelle Inman,WR,IND,400,2013,100,
00-0029795,11432,Benny Cunningham,RB,CHI,400,2013,100,
00-0029848,11600,Nick Williams,WR,FA,400,2013,100,
00-0030422,11249,Dion Sims,TE,FA,400,2013,100,
00-0030414,11199,Spencer Ware,RB,KCC,400,2013,100,
00-0030091,11219,Tavarres King,WR,FA,400,2013,100,
00-0030147,11237,Russell Shepard,WR,NYG,400,2013,100,
00-0030112,11408,Tommy Bohanon,RB,JAC,400,2013,100,
00-0030155,11448,Demetrius Harris,TE,CLE,400,2013,100,
00-0030089,11381,Luke Willson,TE,DET,400,2013,100,
